src_lang,tgt_lang,src_text,mt_text,ground_truth,ground_truth_classification,prediction,prediction_class,comet_score,ref
spa_Latn,eng_Latn,Ya me preguntaba dónde andarías porque hacía unos días que no te veía por ahí.,I was wondering where you were going because I haven't seen you around in a few days.,I was wondering where you were going because I haven't seen you around in a few days.,1_No_hallucination,I was wondering where you were going because I haven't seen you around in a few days.,1_No_hallucination,[0.9511476159095764],I was wondering where you were going because I haven't seen you around in a few days.
spa_Latn,eng_Latn,Alvaro Perez Perez (discusión) 18/01/2013 (UTC),The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.,<<<The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.>>>,4_Full_hallucination,The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.,4_Full_hallucination,[0.8267940878868103],<<<The European Parliament has adopted a resolution on the proposal for a European Parliament and Council directive amending Regulation (EC) No 45/2001 on the approximation of the laws of the Member States relating to the protection of individuals with regard to the processing of personal data.>>>
spa_Latn,eng_Latn,Dice que es 0 veces más veloz .,He says it 's 0 times faster .,He says it 's 0 times faster .,1_No_hallucination,He says it 's 0 times faster .,1_No_hallucination,[0.9732162356376648],He says it 's 0 times faster .
spa_Latn,eng_Latn,"Mis opiniones las expreso como quiero, pero no dejo que influencien mis ediciones del artículo.","I express my views as much as I want, but I don't let them influence my writing.","I express my views <<<as much>>> as I want, but I don't let them influence my <<<writing>>>.",3_Partial_hallucination,"I express my views as much as I want, but I don't let them influence my writing.",3_Partial_hallucination,[0.8950445055961609],"I express my views <<<as much>>> as I want, but I don't let them influence my <<<writing>>>."
spa_Latn,eng_Latn,DA LA CARA!!,Give it up!,Give <<<it up>>>!,4_Full_hallucination,Give it up!,4_Full_hallucination,[0.897799551486969],Give <<<it up>>>!
spa_Latn,eng_Latn,"Por ello, los permisos de travesía para toda fecha de inicio dentro del mes de mayo estarán disponibles a partir del 1 de enero.","For this reason, travel authorisations for any start date within May will be available from 1 January.","For this reason, travel authorisations for any start date within May will be available from 1 January.",1_No_hallucination,"For this reason, travel authorisations for any start date within May will be available from 1 January.",1_No_hallucination,[0.9616641402244568],"For this reason, travel authorisations for any start date within May will be available from 1 January."
spa_Latn,eng_Latn,La NBA tomó la decisión tras el resultado positivo de un jugador de Utah Jazz para el virus COVID-19.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,The NBA made the decision after a Utah Jazz player tested positive for the virus.,1_No_hallucination,The NBA made the decision after a Utah Jazz player tested positive for the virus.,1_No_hallucination,[0.9618979096412659],The NBA made the decision after a Utah Jazz player tested positive for the virus.
spa_Latn,eng_Latn,"La mayor parte de los objetos que fueron enterrados con Tutankamón se han conservado en buen estado, entre ellos, miles de artefactos elaborados con metales preciosos y piedras exóticas.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.","Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",1_No_hallucination,"Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones.",1_No_hallucination,[0.9383715987205505],"Most of the objects buried with Tutankhamun have been preserved in good condition, including thousands of artifacts made of precious metals and exotic stones."
spa_Latn,eng_Latn,"Victoria Falls es una ciudad en el oeste de Zimbabwe, pasando la frontera con Livingstone, Zambia, y cercana a Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.","Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",1_No_hallucination,"Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana.",1_No_hallucination,[0.9625892639160156],"Victoria Falls is a city in western Zimbabwe, bordering Livingstone, Zambia, and close to Botswana."
spa_Latn,eng_Latn,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,"He said: ""It's a very serious situation, and I'm sure it's going to work.","He said: ""It's a <<<very>>> serious situation, and I'm sure it's going to work.",2_Small_hallucination,"He said: ""It's a very serious situation, and I'm sure it's going to work.",2_Small_hallucination,[0.9271793365478516],"He said: ""It's a <<<very>>> serious situation, and I'm sure it's going to work."
spa_Latn,eng_Latn,", cambiado «español» por «hispanouruguayo», que lo refleja mejor.",", changed from Spanish to Uruguayan, which better reflects it.",", changed from Spanish to Uruguayan, which better reflects it.",1_No_hallucination,", changed from Spanish to Uruguayan, which better reflects it.",1_No_hallucination,[0.9498447775840759],", changed from Spanish to Uruguayan, which better reflects it."
spa_Latn,eng_Latn,He aportado datos concretos y verificables para enriquecer y ajustar a la realidad el artículo.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,1_No_hallucination,I have provided concrete and verifiable data for the purpose of enriching and adapting the article.,1_No_hallucination,[0.962466299533844],I have provided concrete and verifiable data for the purpose of enriching and adapting the article.
spa_Latn,eng_Latn,"Una caballería es una fuerza de combate montada a caballo. En aquel tiempo, todavía no existían las monturas; la caballería asiria batalló sobre los lomos desnudos de los equinos.","A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.","A cavalry <<<force>>> is a force <<<for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers>>>.",3_Partial_hallucination,"A cavalry force is a force for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers.",3_Partial_hallucination,[0.781831681728363],"A cavalry <<<force>>> is a force <<<for good, but it does not have to be a cavalry force, or a cavalry regiment, but it has to be an army of soldiers>>>."
spa_Latn,eng_Latn,La sangre fluye desde el corazón a través de unas vías llamadas arterias y regresa a éste por otras denominadas venas. Los conductos más pequeños de todos reciben el nombre de capilares.,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.","Blood flows from the heart through the arteries and into the veins <<<of the heart>>>, the smallest of which is known as the capillaries.",2_Small_hallucination,"Blood flows from the heart through the arteries and into the veins of the heart, the smallest of which is known as the capillaries.",2_Small_hallucination,[0.8804488778114319],"Blood flows from the heart through the arteries and into the veins <<<of the heart>>>, the smallest of which is known as the capillaries."
spa_Latn,eng_Latn,Pero lo real es que Obama es nestizo.,"But the real thing is, Obama is a jerk.","But the real thing is, Obama is a <<<jerk>>>.",2_Small_hallucination,"But the real thing is, Obama is a jerk.",2_Small_hallucination,[0.9070149064064026],"But the real thing is, Obama is a <<<jerk>>>."
spa_Latn,eng_Latn,me llamo aziz soy un pro comparados con otros quien lo leea es tonto a lo mejor es que tengo faltas pero es porque no lo leeo,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,1_No_hallucination,My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it,1_No_hallucination,[0.9071316123008728],My name is aziz i'm a pro compared to others who reads it is silly maybe i'm flawed but it's because i don't read it
spa_Latn,eng_Latn,"Bueno, Buce, ¡Qué los cumplas muy feliz! .","Well, I guess I'll just have to say goodbye.","Well, <<<I guess I'll just have to say goodbye>>>.",4_Full_hallucination,"Well, I guess I'll just have to say goodbye.",4_Full_hallucination,[0.9146523475646973],"Well, <<<I guess I'll just have to say goodbye>>>."
spa_Latn,eng_Latn,"como me vuelvas a tocar los huevo borrandome un articulo de MV, te arranco las piernas ke soy pucelano yo tambien.","If you ever touch me again, I'll rip your legs off, and I'll be fine.","If you ever touch me again, I'll rip your legs off, and I'll be <<<fine>>>.",2_Small_hallucination,"If you ever touch me again, I'll rip your legs off, and I'll be fine.",2_Small_hallucination,[0.8170130848884583],"If you ever touch me again, I'll rip your legs off, and I'll be <<<fine>>>."
spa_Latn,eng_Latn,Hsieh también manifestó que el agraciado Ma era más apariencia que contenido.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,Hsieh also stated that the graceful Ma was more of an appearance than a content.,1_No_hallucination,Hsieh also stated that the graceful Ma was more of an appearance than a content.,1_No_hallucination,[0.9343763589859009],Hsieh also stated that the graceful Ma was more of an appearance than a content.
spa_Latn,eng_Latn,Este problema cada vez es menos importante gracias a que los fabricantes de lentes logran estándares más altos en su producción.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,1_No_hallucination,This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.,1_No_hallucination,[0.9632646441459656],This problem is becoming less and less important as lens manufacturers achieve higher standards in their production.
spa_Latn,eng_Latn,Chien(ôÔ) 20:55 5 enero 2007 (CEST),It's the first time I've ever been in a relationship with a woman.,<<<It's the first time I've ever been in a relationship with a woman>>>.,4_Full_hallucination,It's the first time I've ever been in a relationship with a woman.,4_Full_hallucination,[0.848992645740509],<<<It's the first time I've ever been in a relationship with a woman>>>.
spa_Latn,eng_Latn,"Disculpa que hemos guardado el contenido a mitad del trabajo ya está resuelto, gracias.Lluma-",I'm sorry we kept the content in the middle of the day.,I'm sorry we kept the content in the middle of the <<<day>>>.,2_Small_hallucination,I'm sorry we kept the content in the middle of the day.,2_Small_hallucination,[0.7958001494407654],I'm sorry we kept the content in the middle of the <<<day>>>.
